ticker,exchange,sector,market_cap
ESS,NYSE,Real Estate,16310134552
VNOM,NASDAQ,Energy,16262862639
SN,NYSE,Consumer Discretionary,16261996571
RS,NYSE,Industrials,16256712868
SNX,NYSE,Technology,16178064338
CLH,NYSE,Industrials,16115615933
GFL,NYSE,Utilities,16099526454
HII,NYSE,Industrials,16053088187
EMA,NYSE,Utilities,16046880000
WSO,NYSE,Consumer Discretionary,16042200259
TOST,NYSE,Technology,15979570000
WES,NYSE,Utilities,15969119460
OVV,NYSE,Energy,15963119985
TXT,NYSE,Industrials,15939346234
NWS,NASDAQ,Consumer Discretionary,15894920077
SUI,NYSE,Real Estate,15880506410
GIB,NYSE,Consumer Discretionary,15868460788
CHKP,NASDAQ,Technology,15852076774
VTRS,NASDAQ,Health Care,15841946467
EWBC,NASDAQ,Finance,15800459317
TRMB,NASDAQ,Industrials,15736431276
INVH,NYSE,Finance,15728255060
BPYPO,NASDAQ,Finance,15708060600
WPC,NYSE,Real Estate,15688986289
NLY,NYSE,Real Estate,15647186724
J,NYSE,Industrials,15463621467
TLN,NASDAQ,Utilities,15440657681
KIM,NYSE,Real Estate,15388941711
NDSN,NASDAQ,Industrials,15308134963
SMMT,NASDAQ,Health Care,15272023888
LTM,NYSE,Consumer Discretionary,15255483155
ROKU,NASDAQ,Telecommunications,15178426987
NVMI,NASDAQ,Technology,15165880749
GRAB,NASDAQ,Real Estate,15151280188
PAA,NASDAQ,Energy,15126599284
JLL,NYSE,Finance,15062279733
DECK,NYSE,Consumer Discretionary,15001272935
MEDP,NASDAQ,Health Care,14970124044
WLK,NYSE,Industrials,14924928672
GPC,NYSE,Consumer Discretionary,14917368030
AEG,NYSE,Finance,14908903483
SLMBP,NASDAQ,Finance,14863578496
APOS,NYSE,Finance,14756632962
TPG,NASDAQ,Finance,14747787722
PNR,NYSE,Industrials,14726055150
KSPI,NASDAQ,Unknown,14703636892
IEX,NYSE,Industrials,14683955680
H,NYSE,Consumer Discretionary,14676421167
QXO,NYSE,Consumer Discretionary,14666428985
MAA,NYSE,Real Estate,14633623918
WMG,NASDAQ,Consumer Discretionary,14599575396
GGG,NYSE,Industrials,14562997640
KKRS,NYSE,Finance,14541195081
TME,NYSE,Consumer Discretionary,14520979725
WCC,NYSE,Consumer Discretionary,14498087646
BNT,NYSE,Finance,14480602087
NIO,NYSE,Industrials,14385569780
PODD,NASDAQ,Health Care,14381917575
BPYPN,NASDAQ,Finance,14356709973
BBIO,NASDAQ,Health Care,14353606969
LSCC,NASDAQ,Technology,14251529086
REG,NASDAQ,Real Estate,14183468596
OKTA,NASDAQ,Technology,14180221069
VLYPN,NASDAQ,Finance,14168922872
RGC,NASDAQ,Health Care,14167107214
CSL,NYSE,Industrials,14142657148
CNH,NYSE,Industrials,14131265618
TYL,NYSE,Technology,14070005254
KTOS,NASDAQ,Industrials,14066882127
SNN,NYSE,Health Care,14028943570
COO,NASDAQ,Health Care,13979946617
TRU,NYSE,Finance,13976609313
ASND,NASDAQ,Health Care,13940578381
RPM,NYSE,Consumer Discretionary,13937195824
RGA,NYSE,Finance,13926601393
LOGI,NASDAQ,Technology,13911290975
PNFP,NYSE,Finance,13907376000
VLYPP,NASDAQ,Finance,13891209762
LECO,NASDAQ,Industrials,13877812994
PFGC,NYSE,Consumer Discretionary,13873410129
AEIS,NASDAQ,Technology,13811603461
SMCI,NASDAQ,Technology,13801555006
NWSA,NASDAQ,Consumer Discretionary,13795591010
MKC,NYSE,Consumer Staples,13735876842
VLYPO,NASDAQ,Finance,13719027634
BBY,NYSE,Consumer Discretionary,13698964919
DTM,NYSE,Utilities,13669891812
NYT,NYSE,Consumer Discretionary,13580784349
SREA,NYSE,Utilities,13561984643
RRX,NYSE,Consumer Discretionary,13554728489
TIGO,NASDAQ,Telecommunications,13495413776
APA,NASDAQ,Energy,13483608839
OHI,NYSE,Real Estate,13439567900
HST,NASDAQ,Real Estate,13434169243
LAMR,NASDAQ,Real Estate,13427309574
AVY,NYSE,Consumer Discretionary,13412791866
COKE,NASDAQ,Consumer Staples,13412705241
TOL,NYSE,Consumer Discretionary,13411931805
HL,NYSE,Industrials,13366775032
EG,NYSE,Finance,13346117595
OWL,NYSE,Finance,13330434243
PAYP,NASDAQ,Real Estate,13271044528
FMS,NYSE,Health Care,13199192705
RNR,NYSE,Finance,13192550644
SUN,NYSE,Energy,13157812304
SKM,NYSE,Telecommunications,13137615000
GLPI,NASDAQ,Real Estate,13127332330
MLI,NYSE,Industrials,13117109374
NBIX,NASDAQ,Health Care,13107468268
ARCC,NASDAQ,Finance,13096736693
HAS,NASDAQ,Consumer Discretionary,13061265773
APTV,NYSE,Consumer Discretionary,13042117677
TIMB,NYSE,Telecommunications,13032301849
BEN,NYSE,Finance,13006067114
PEN,NYSE,Health Care,13001615889
AMKR,NASDAQ,Technology,12991504152
ALGN,NASDAQ,Health Care,12986360476
CLX,NYSE,Consumer Discretionary,12961751714
CDE,NYSE,Basic Materials,12929905922
EVR,NYSE,Finance,12897217100
SOLS,NASDAQ,Industrials,12886257341
ALLY,NYSE,Finance,12858665869
CACI,NYSE,Technology,12855687330
FNF,NYSE,Finance,12831585690
FIVE,NASDAQ,Consumer Discretionary,12761525501
PAC,NYSE,Consumer Discretionary,12748150316
DRS,NASDAQ,Industrials,12695935909
MAS,NYSE,Industrials,12690208727
PL,NYSE,Technology,12658669917
STRL,NASDAQ,Industrials,12640769215
CNA,NYSE,Finance,12634878947
GMED,NYSE,Health Care,12606260618
UNM,NYSE,Finance,12604131371
DPZ,NASDAQ,Consumer Discretionary,12577207478
GH,NASDAQ,Health Care,12569407509
IONS,NASDAQ,Health Care,12405094066
CET,AMEX,Finance,12389269988
ALLE,NYSE,Consumer Discretionary,12385997690
PNW,NYSE,Utilities,12367913942
ELS,NYSE,Real Estate,12356095186
BJ,NYSE,Consumer Discretionary,12298527606
IREN,NASDAQ,Technology,12281082956
PSKY,NASDAQ,Industrials,12273621843
PINS,NYSE,Technology,12268481901
HUBS,NYSE,Technology,12219982191
JHX,NYSE,Industrials,12186799800
CRBG,NYSE,Finance,12179427754
EQX,AMEX,Basic Materials,12148828943
GWRE,NYSE,Technology,12133108600
MOD,NYSE,Consumer Discretionary,12128175310
EMBJ,NYSE,Industrials,12112657049
SF,NYSE,Finance,11965100264
ENSG,NASDAQ,Health Care,11955003305
AR,NYSE,Energy,11921220885
GEN,NASDAQ,Technology,11913406435
CCK,NYSE,Industrials,11902137650
JAZZ,NASDAQ,Health Care,11892228413
KRMN,NYSE,Industrials,11870380601
ELAN,NYSE,Health Care,11869887838
DOC,NYSE,Real Estate,11798505520
GNRC,NYSE,Consumer Discretionary,11792961090
HRL,NYSE,Consumer Staples,11776082030
SUZ,NYSE,Basic Materials,11768934996
DKNG,NASDAQ,Consumer Discretionary,11763976739
IAG,NYSE,Basic Materials,11749239334
ONTO,NYSE,Industrials,11723812588
MDGL,NASDAQ,Health Care,11684473210
WMS,NYSE,Consumer Discretionary,11668758633
ERIE,NASDAQ,Finance,11636128475
WBS,NYSE,Finance,11569619740
GL,NYSE,Finance,11549933492
EXEL,NASDAQ,Health Care,11541454139
FHN,NYSE,Finance,11503621632
SCI,NYSE,Consumer Discretionary,11495822446
JKHY,NASDAQ,Technology,11490488333
ARMK,NYSE,Consumer Discretionary,11483304796
UDR,NYSE,Real Estate,11464951659
AGNC,NASDAQ,Real Estate,11459144874
UHS,NYSE,Health Care,11383495364
BWA,NYSE,Consumer Discretionary,11368412293
SFD,NASDAQ,Consumer Staples,11300666993
SOLV,NYSE,Health Care,11288682035
GDDY,NYSE,Technology,11236417898
DT,NYSE,Technology,11233628209
ACM,NYSE,Consumer Discretionary,11231949210
CHWY,NYSE,Consumer Discretionary,11179442944
SWK,NYSE,Consumer Discretionary,11175026464
WYNN,NASDAQ,Consumer Discretionary,11169058561
AIZ,NYSE,Finance,11137380528
WTRG,NYSE,Utilities,11132418774
EQH,NYSE,Finance,11124202331
DY,NYSE,Industrials,11097316409
FIG,NYSE,Technology,11086467295
BMRN,NASDAQ,Health Care,11018686046
RDY,NYSE,Health Care,10985604880
TXRH,NASDAQ,Consumer Discretionary,10969284877
KT,NYSE,Telecommunications,10934649438
AFG,NYSE,Finance,10883473782
IT,NYSE,Consumer Discretionary,10871537119
RBRK,NYSE,Technology,10863240099
NVAWW,NASDAQ,Basic Materials,10838207718
ZBRA,NASDAQ,Industrials,10828871557
EHC,NYSE,Health Care,10815484264
BLD,NYSE,Consumer Discretionary,10797037456
CR,NYSE,Industrials,10792617462
AMH,NYSE,Real Estate,10782907097
NTNX,NASDAQ,Technology,10775567501
AG,NYSE,Basic Materials,10762721332
FLS,NYSE,Industrials,10718840265
HMY,NYSE,Basic Materials,10718053020
CPT,NYSE,Real Estate,10707238485
BIPJ,NYSE,Utilities,10693953271
IONQ,NYSE,Technology,10687578037
IVZ,NYSE,Finance,10679598722
GIL,NYSE,Consumer Discretionary,10673630351
BSY,NASDAQ,Technology,10640694956
ASR,NYSE,Consumer Discretionary,10638000000
AIT,NYSE,Consumer Discretionary,10628397717
TTMI,NASDAQ,Technology,10579024268
SPXC,NYSE,Industrials,10577764884
DINO,NYSE,Energy,10557714775
AM,NYSE,Utilities,10516590630
GME,NYSE,Consumer Discretionary,10509913680
RMBS,NASDAQ,Technology,10503128926
SAIA,NASDAQ,Industrials,10501457657
XP,NASDAQ,Finance,10397270836
EGP,NYSE,Real Estate,10393503394
ZG,NASDAQ,Real Estate,10364898931
Z,NASDAQ,Real Estate,10345704674
HLI,NYSE,Finance,10345147187
ALSN,NYSE,Consumer Discretionary,10329245958
IESC,NASDAQ,Industrials,10303971163
DCI,NYSE,Industrials,10275039639
AES,NYSE,Utilities,10271796729
CAVA,NYSE,Consumer Discretionary,10256372429
CNM,NYSE,Consumer Discretionary,10244430026
KNX,NYSE,Industrials,10202353671
SITM,NASDAQ,Technology,10200948031
BILI,NASDAQ,Technology,10180061232
RVTY,NYSE,Industrials,10164599474
DVA,NYSE,Health Care,10111516000
BAH,NYSE,Consumer Discretionary,10110633574
SJM,NYSE,Consumer Staples,10105461467
PAG,NYSE,Consumer Discretionary,10103359270
OGE,NYSE,Utilities,10099914636
STN,NYSE,Consumer Discretionary,10094929058
U,NYSE,Technology,10002865892
WTS,NYSE,Industrials,10002818297
RRC,NYSE,Energy,9998690085
TTD,NASDAQ,Technology,9995517987
W,NYSE,Consumer Discretionary,9963570929
TFII,NYSE,Industrials,9937810341
GTLS,NYSE,Industrials,9931631892
ENLT,NASDAQ,Utilities,9926325411
ORI,NYSE,Finance,9916418776
WTFC,NASDAQ,Finance,9844363068
MGM,NYSE,Consumer Discretionary,9820673430
UHAL,NYSE,Consumer Discretionary,9803894000
CART,NASDAQ,Real Estate,9788220763
OSK,NYSE,Industrials,9784235843
KLAR,NYSE,Finance,9780232756
GSAT,NASDAQ,Consumer Discretionary,9699628634
ONBPP,NASDAQ,Finance,9696511169
AVAV,NASDAQ,Industrials,9682201243
ONBPO,NASDAQ,Finance,9667537530
BMNR,AMEX,Finance,9622615151
CIB,NYSE,Finance,9608568539
SSB,NYSE,Finance,9606615354
DAR,NYSE,Consumer Staples,9603117810
ENJ,NYSE,Utilities,9595910212
BVN,NYSE,Basic Materials,9585464361
HBM,NYSE,Basic Materials,9581825205
FRHC,NASDAQ,Finance,9552454419
SEIC,NASDAQ,Finance,9539021740
BPOP,NASDAQ,Finance,9506555374
MP,NYSE,Basic Materials,9505208575
NCLH,NYSE,Consumer Discretionary,9482182517
TTC,NYSE,Consumer Discretionary,9470348336
BLDR,NYSE,Consumer Discretionary,9453769008
CELH,NASDAQ,Consumer Staples,9443867743
FPS,NYSE,Energy,9419029826
VIAV,NASDAQ,Technology,9410743495
EMP,NYSE,Utilities,9363299931
ABVX,NASDAQ,Health Care,9345432583
GAP,NYSE,Consumer Discretionary,9345402086
AAOI,NASDAQ,Technology,9341084250
MASI,NASDAQ,Health Care,9323674988
FRT,NYSE,Real Estate,9321288183
DOCU,NASDAQ,Technology,9313097751
VIPS,NYSE,Consumer Discretionary,9311083000
SBSW,NYSE,Basic Materials,9305489880
EAI,NYSE,Utilities,9293086506
DDS,NYSE,Consumer Discretionary,9274431869
